adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,/r2HPHDQGEoOYUvFqbKmPADPa0Em.jpg,,45000000,"[{'id': 35, 'name': 'Comedy'}]",,1624,tt0119528,en,Liar Liar,"Fletcher Reede is a fast-talking attorney and habitual liar. When his son Max blows out the candles on his fifth birthday he has just one wish - that his dad will stop lying for 24 hours. When Max's wish comes true, Fletcher discovers that his mouth has suddenly become his biggest liability.",15.167,/qd8VcWKrE4cNfInl9Osb8o8h9KP.jpg,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 23, 'logo_path': '/mkxNjThahj5pvntvYKVpMbWXm3D.png', 'name': 'Imagine Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-03-21,302710615,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Trust me.,Liar Liar,False,6.5,2991
False,/e86x1nXqfXRlqATuy60MmzFUFQr.jpg,,36000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,2163,tt0118771,en,Breakdown,"When his SUV breaks down on a remote Southwestern road, Jeff Taylor lets his wife, Amy, hitch a ride with a trucker to get help. When she doesn't return, Jeff fixes his SUV and tracks down the trucker -- who tells the police he's never seen Amy. Johnathan Mostow's tense thriller then follows Jeff's desperate search for his wife, which eventually uncovers a small town's murderous secret.",9.658,/uj5VmM4jrn3HHeuFfEH8XQizA2g.jpg,"[{'id': 10308, 'logo_path': None, 'name': 'Dino De Laurentiis Company', 'origin_country': 'US'}, {'id': 4, 'logo_path': '/fycMZt242LVjagMByZOLUGbCvv3.png', 'name': 'Paramount', 'origin_country': 'US'}, {'id': 10355, 'logo_path': None, 'name': 'Spelling Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-05-02,50159144,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It could happen to you.,Breakdown,False,6.7,368
False,/3Wm27RRB5LSeQmEO5036JyM2IkY.jpg,,0,"[{'id': 18, 'name': 'Drama'}]",,24183,tt0117398,fr,La Promesse,"Igor, aged 15, and his father Roger deal in housing and peddling illicit labor in the outlying districts of Liege, Belgium. Scams, lies and swindling rule their lives. When one of his father’s illegal workers gets injured on the job and asks Igor to promise to take care of his wife and baby, Igor finds himself at a crossroad. He wants to keep the promise, but the price would be to betray his father.",5.51,/pmGx73cJ3gVCCli1JAVQOaLbdnY.jpg,"[{'id': 790, 'logo_path': '/k0MnHFovKIeev0ANR0Ww6HO6tfF.png', 'name': 'Samsa Film', 'origin_country': 'LU'}, {'id': 850, 'logo_path': '/aF7qajGJGtMpdrtvssM9g90YanX.png', 'name': 'Eurimages', 'origin_country': 'FR'}, {'id': 1926, 'logo_path': '/sORCydQs61kwWqRIIzPiBpgVVag.png', 'name': 'Les Films du Fleuve', 'origin_country': 'BE'}, {'id': 28768, 'logo_path': None, 'name': 'Touza Productions', 'origin_country': ''}, {'id': 792, 'logo_path': '/cRhBQP1FFNugNxKkO1pUgeD2Rkr.png', 'name': 'Radio Télévision Belge Francophone', 'origin_country': 'BE'}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'TN', 'name': 'Tunisia'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'LU', 'name': 'Luxembourg'}]",1996-09-07,0,94.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ro', 'name': 'Română'}]",Released,,La Promesse,False,7.0,72
False,/gVqObIkuuaE7irQ4MC4CaCL7jlT.jpg,,0,"[{'id': 18, 'name': 'Drama'}]",,55306,tt0120402,en,Ulee's Gold,An elderly beekeeper and Vietnam vet must rescue his daughter-in-law and protect his grandchildren from killers.,3.541,/uGoXXAGHhjdDzHmt8PkYKfSwqu3.jpg,"[{'id': 75348, 'logo_path': None, 'name': 'Nunez-Gowan', 'origin_country': ''}, {'id': 1274, 'logo_path': None, 'name': 'Clinica Estetico', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-06-13,0,112.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Ulee's Gold,False,6.1,31
False,/nJ5Nz0zoD4XGWXJurdB54H4GIyf.jpg,,80000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",,754,tt0119094,en,Face/Off,"An antiterrorism agent goes under the knife to acquire the likeness of a terrorist and gather details about a bombing plot. When the terrorist escapes custody, he undergoes surgery to look like the agent so he can get close to the agent's family.",20.815,/q1i8QHiHZ1cukG5iOxai8pydmoa.jpg,"[{'id': 25358, 'logo_path': None, 'name': 'Krane Entertainment', 'origin_country': ''}, {'id': 4, 'logo_path': '/fycMZt242LVjagMByZOLUGbCvv3.png', 'name': 'Paramount', 'origin_country': 'US'}, {'id': 455, 'logo_path': None, 'name': 'Permut Presentations', 'origin_country': ''}, {'id': 456, 'logo_path': None, 'name': 'WCG Entertainment Productions', 'origin_country': ''}, {'id': 9195, 'logo_path': '/ou5BUbtulr6tIt699q6xJiEQTR9.png', 'name': 'Touchstone Pictures', 'origin_country': 'US'}, {'id': 458, 'logo_path': None, 'name': 'Douglas/Reuther Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-06-27,245676146,138.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'la', 'name': 'Latin'}]",Released,"In order to catch him, he must become him.",Face/Off,False,6.9,2771
False,/8X2XRNOs3izinVwlPwd8ODWMZYe.jpg,,30000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,22073,tt0119311,en,Hoodlum,"In 1934, the second most lucrative business in New York City was running 'the numbers'. When Madam Queen—the powerful woman who runs the scam in Harlem—is arrested, Ellsworth 'Bumpy' Johnson takes over the business and must resist an invasion from a merciless mobster.",5.962,/pl4S4tU4qcXp9wBHnJCso2xcq8P.jpg,"[{'id': 60, 'logo_path': '/oJXpAs4I3W46e4dkaOEzCa4yBko.png', 'name': 'United Artists', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-08-27,0,130.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Power is measured in enemies.,Hoodlum,False,6.4,57
False,/pJ6v9gMB2OCtnkLrtk0pl2otUE4.jpg,,85000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,9772,tt0118571,en,Air Force One,"Russian terrorists conspire to hijack the aircraft with the president and his family on board. The commander in chief finds himself facing an impossible predicament: give in to the terrorists and sacrifice his family, or risk everything to uphold his principles - and the integrity of the nation.",14.522,/zgg8psC8jvNEx5RC4NJ4c9J0KtE.jpg,"[{'id': 18990, 'logo_path': None, 'name': 'Radiant Productions', 'origin_country': ''}, {'id': 919, 'logo_path': None, 'name': 'Beacon Communications', 'origin_country': ''}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-07-25,315268353,124.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,The fate of a nation rests on the courage of one man.,Air Force One,False,6.3,1463
False,/hslpL4bVwf5QLkBU7HTqYWDCkkl.jpg,,35000000,"[{'id': 35, 'name': 'Comedy'}]",,10806,tt0119360,en,In & Out,A midwestern teacher questions his sexuality after a former student makes a comment about him at the Academy Awards.,7.933,/8c3JSfYkEAvwMam8GKfdAtjMeA1.jpg,"[{'id': 10355, 'logo_path': None, 'name': 'Spelling Films', 'origin_country': ''}, {'id': 4, 'logo_path': '/fycMZt242LVjagMByZOLUGbCvv3.png', 'name': 'Paramount', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-09-10,0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,An out-and-out comedy.,In & Out,False,6.6,354
False,/hNIzJtfkidpgER4jDQbmuK8Ebgn.jpg,,35000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,2118,tt0119488,en,L.A. Confidential,Three detectives in the corrupt and brutal L.A. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner.,19.478,/rIXzJCAvyd3Ci8ipylDQ5wUKqwh.jpg,"[{'id': 508, 'logo_path': '/7PzJdsLGlR7oW4J0J5Xcd0pHGRg.png', 'name': 'Regency Enterprises', 'origin_country': 'US'}, {'id': 2428, 'logo_path': None, 'name': 'Wolper Organization', 'origin_country': ''}, {'id': 174, 'logo_path': '/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-09-19,126216940,138.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Everything is suspect... Everyone is for sale... And nothing is what it seems.,L.A. Confidential,False,7.8,2385
False,/gVqObIkuuaE7irQ4MC4CaCL7jlT.jpg,,0,"[{'id': 18, 'name': 'Drama'}]",,55306,tt0120402,en,Ulee's Gold,An elderly beekeeper and Vietnam vet must rescue his daughter-in-law and protect his grandchildren from killers.,3.541,/uGoXXAGHhjdDzHmt8PkYKfSwqu3.jpg,"[{'id': 75348, 'logo_path': None, 'name': 'Nunez-Gowan', 'origin_country': ''}, {'id': 1274, 'logo_path': None, 'name': 'Clinica Estetico', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-06-13,0,112.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Ulee's Gold,False,6.1,31
False,/zJiKgxIeikZPr0nM6qNgDL2gzjr.jpg,,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",,11076,tt0116329,en,Fly Away Home,"Amy is only 13 years old when her mother is killed. She goes to Canada to live with her father, an eccentric inventor whom she barely knows. Amy is miserable in her new life... until she discovers a nest of goose eggs that were abandoned when a local forest is torn down. The eggs hatch and Amy becomes ""Mama Goose"". When Winter comes, Amy, and her dad must find a way to lead the birds South...",7.727,/azFDIXe7TgEgte7gHL8PkvXW0GC.jpg,"[{'id': 5842, 'logo_path': None, 'name': 'Sandollar Productions', 'origin_country': ''}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-09-13,0,107.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Fly Away Home,False,6.7,204
False,/Gv0ljEi6hJd4WI8wHprTXZlw8N.jpg,,18000000,"[{'id': 18, 'name': 'Drama'}]",,68924,tt0119349,en,The Ice Storm,"In the weekend after thanksgiving 1973 the Hood family is skidding out of control. Then an ice storm hits, the worst in a century.",7.749,/e3j1Pn67bWos1pnBDE9GJNeAtcT.jpg,"[{'id': 53473, 'logo_path': None, 'name': 'Canal+ Droits Audiovisuels', 'origin_country': ''}, {'id': 43, 'logo_path': '/4RgIPr55kBakgupWkzdDxqXJEqr.png', 'name': 'Fox Searchlight Pictures', 'origin_country': 'US'}, {'id': 10565, 'logo_path': None, 'name': 'Good Machine', 'origin_country': 'US'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-09-27,8038061,112.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,"It was 1973, and the climate was changing.",The Ice Storm,False,7.0,312
False,/ik6eTGNyyeT6g4wkbikOMZOkckX.jpg,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",,17589,tt0119280,en,Mrs Brown,"Queen Victoria is deeply depressed after the death of her husband, disappearing from public. Her servant, Brown—who adores her—through caress and admiration brings her back to life, but that relationship creates scandalous situation and is likely to lead to monarchy crisis.",7.003,/3XeSsWhorN1KncOKnWThGx4nyV3.jpg,"[{'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}, {'id': 3712, 'logo_path': '/7PdJYn2l0iBViud7oqxRHO9UEIR.png', 'name': 'BBC Scotland', 'origin_country': 'GB'}, {'id': 3713, 'logo_path': None, 'name': 'Mobile Masterpiece Theatre', 'origin_country': ''}, {'id': 10197, 'logo_path': '/1obQrU1cAJDWvXwOdqXAoo6Zwmp.png', 'name': 'WGBH Boston', 'origin_country': 'US'}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-07-18,0,105.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Loyalty without question. Friendship without equal.,Mrs Brown,False,7.0,81
False,/A6KRu9aQmf2bKpHjlaVXmiSA3iv.jpg,,57000000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 14, 'name': 'Fantasy'}]",,1813,tt0118971,en,The Devil's Advocate,A hotshot lawyer gets more than he bargained for when he learns his new boss is Lucifer himself.,21.697,/eSivb4EyOAyEum70mOSHtAWiUe3.jpg,"[{'id': 676, 'logo_path': None, 'name': 'Monarchy Enterprises B.V.', 'origin_country': ''}, {'id': 508, 'logo_path': '/7PzJdsLGlR7oW4J0J5Xcd0pHGRg.png', 'name': 'Regency Enterprises', 'origin_country': 'US'}, {'id': 824, 'logo_path': None, 'name': 'Kopelson Entertainment', 'origin_country': ''}, {'id': 10104, 'logo_path': '/hNuGhsKVlmhnwSRcmOejDBDjh6w.png', 'name': 'New Regency Pictures', 'origin_country': 'US'}, {'id': 20555, 'logo_path': '/hD8yEGUBlHOcfHYbujp71vD8gZp.png', 'name': 'Taurus Film', 'origin_country': 'DE'}, {'id': 174, 'logo_path': '/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-10-17,152944660,144.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,Evil has its winning ways.,The Devil's Advocate,False,7.4,2779
False,/d38vktlxlhQ9obhJCTpDPZvIEDc.jpg,,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10751, 'name': 'Family'}]",,29911,tt0119095,en,FairyTale: A True Story,"Two children in 1917 take a photograph, believed by some to be the first scientific evidence of the existence of fairies. Based on a true story",3.819,/mB0KF5T2s6raTjiV676Umd8ciE0.jpg,"[{'id': 152, 'logo_path': None, 'name': 'Icon Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-10-24,14000000,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Believe.,FairyTale: A True Story,False,6.2,48
False,/3t331bFvUYkxXkDPaO5pBQKYV5H.jpg,,0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,14583,tt0119527,en,Deceiver,"The gruesome death of a prostitute brings suspicion on one of her clients, James Wayland, a brilliant, self-destructive and epileptic heir to a textile fortune. So detectives Braxton and Kennesaw take Wayland in for questioning, thinking they can break the man. But despite his troubles, Wayland is a master of manipulation, and during the interrogation, he begins to turn the tables on the investigators, forcing them to reveal their own sinister sides.",4.022,/8EKV1fAfLMUfTBCKYLEScljubVr.jpg,"[{'id': 10828, 'logo_path': None, 'name': 'MDP Worldwide', 'origin_country': ''}, {'id': 21, 'logo_path': '/mjofSXiHpG5t6KYmU4l4FrUhT7m.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-08-31,0,106.0,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,There are two sides to every lie.,Deceiver,False,6.3,36
False,/pHM9Xr6ivOspDUWuprjaxgPbcB3.jpg,,40000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,11975,tt0119978,en,The Rainmaker,"When Rudy Baylor, a young attorney with no clients, goes to work for a seedy ambulance chaser, he wants to help the parents of a terminally ill boy in their suit against an insurance company. But to take on corporate America, Rudy and a scrappy paralegal must open their own law firm.",8.739,/cFM9TariJqLLiPb6OSsvTfQPTAd.jpg,"[{'id': 4, 'logo_path': '/fycMZt242LVjagMByZOLUGbCvv3.png', 'name': 'Paramount', 'origin_country': 'US'}, {'id': 14941, 'logo_path': None, 'name': 'Constellation Entertainment', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-11-18,45916769,135.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They were totally unqualified to try the case of a lifetime... but every underdog has his day.,The Rainmaker,False,6.9,439
False,/qsUbGzkSkcXwx2T2DLhFGlpgkqK.jpg,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,45609,tt0120520,en,The Wings of the Dove,"Kate is secretly betrothed to a struggling journalist, Merton Densher. But she knows her Aunt Maude will never approve of the match, since Kate's deceased mother has lost all her money in a marriage to a degenerate opium addict. When Kate meets a terminally ill American heiress named Millie traveling through Europe, she comes up with a conniving plan to have both love and wealth.",5.101,/wEqXtfzZfjYbCSztc4YYEc4AJJ6.jpg,"[{'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1997-11-07,0,102.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,A couple with everything but money. An heiress with everything but love. A temptation no one could resist.,The Wings of the Dove,False,7.2,53
False,/zDtIIaPdcRvZnvpD1qnI8v4nHOR.jpg,,35000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,8197,tt0119668,en,Midnight in the Garden of Good and Evil,"A visiting city reporter's assignment suddenly revolves around the murder trial of a local millionaire, whom he befriends.",11.548,/5C8vOz4N0r60VPe9oRjmwwlmwux.jpg,"[{'id': 174, 'logo_path': '/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 171, 'logo_path': None, 'name': 'Malpaso Productions', 'origin_country': 'US'}, {'id': 1885, 'logo_path': '/xlvoOZr4s1PygosrwZyolIFe5xs.png', 'name': 'Silver Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-11-21,25105255,155.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Midnight in the Garden of Good and Evil,False,6.4,286
False,/xqQztbT6KlPLQLlRtNHoXivEMZA.jpg,,200000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",,597,tt0120338,en,Titanic,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",22.711,/kHXEpyfl6zqn8a6YuozZUujufXf.jpg,"[{'id': 4, 'logo_path': '/fycMZt242LVjagMByZOLUGbCvv3.png', 'name': 'Paramount', 'origin_country': 'US'}, {'id': 574, 'logo_path': '/iB6GjNVHs5hOqcEYt2rcjBqIjki.png', 'name': 'Lightstorm Entertainment', 'origin_country': 'US'}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-11-18,1845034188,194.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'sv', 'name': 'svenska'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,Nothing on Earth could come between them.,Titanic,False,7.8,14855
False,/fhSjIu7kuuSGGiAO8z4zbC7yEYC.jpg,"{'id': 71458, 'name': '3 Ninjas Collection', 'poster_path': '/cApZ5GwwzMsA991J6uAOb52Js0s.jpg', 'backdrop_path': None}",0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",,32302,tt0118539,en,3 Ninjas: High Noon at Mega Mountain,"Three young boys, Rocky, Colt and Tum Tum together with their neighbor girl, computer whiz Amanda are visiting Mega Mountain amusement park when it is invaded by an army of ninjas led by evil Medusa, who wants to take over the park and hold the owners for ransom. Kids and retired TV star Dave Dragon, who made his farewell appearance at the park at the time the ninjas appeared, have to break Medusa's vicious plans.",8.337,/qTavfpV1XWblnrfkASOxBnrdO0M.jpg,"[{'id': 27084, 'logo_path': None, 'name': 'Leeds/Ben-Ami Productions', 'origin_country': ''}, {'id': 559, 'logo_path': '/jqWioYeGSyTLuHth0141bTGvu6H.png', 'name': 'TriStar Pictures', 'origin_country': 'US'}, {'id': 27085, 'logo_path': None, 'name': 'Sheen Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-04-10,375805,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Saving the day the ninja way!,3 Ninjas: High Noon at Mega Mountain,False,4.3,81
False,/g2udxcpeUFX3tpFsQRornS2ery7.jpg,,14000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,9445,tt0118636,en,Apt Pupil,Neighborhood boy Todd Bowden discovers that an old man living on his block named Arthur Denker is nazi war criminal. Bowden confronts Denker and offers him a deal: Bowden will not go to the authorities if Denker tells him stories of the concentration camps in WWII...,9.206,/6AAdkNH1JQtpiWQxeHb1GTCKHVS.jpg,"[{'id': 559, 'logo_path': '/jqWioYeGSyTLuHth0141bTGvu6H.png', 'name': 'TriStar Pictures', 'origin_country': 'US'}, {'id': 9168, 'logo_path': '/hQNXrYIuyLRxMSBuGHk0GX7CCBS.png', 'name': 'Bad Hat Harry Productions', 'origin_country': 'US'}, {'id': 11317, 'logo_path': '/u3YB3GujS0tct5BVTsMJLWVyllg.png', 'name': 'Phoenix Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-10-23,0,107.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,"If you don't believe in the existence of evil, you've got a lot to learn.",Apt Pupil,False,6.6,279
False,/mYEIJTgLrYNtMPYgT0Kd3XPCMmx.jpg,,50000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,2898,tt0119822,en,As Good as It Gets,"New York City. Melvin Udall, a cranky, bigoted, obsessive-compulsive writer, finds his life turned upside down when neighboring gay artist Simon is hospitalized and his dog is entrusted to Melvin. In addition, Carol, the only waitress who will tolerate him, must leave work to care for her sick son, making it impossible for Melvin to eat breakfast.",15.003,/iQ8xiJmLsS0EoH3DhX0YdrbmRu3.jpg,"[{'id': 18, 'logo_path': '/uqhagSwM7NAkQWVCQhKTyoqF8XH.png', 'name': 'Gracie Films', 'origin_country': 'US'}, {'id': 559, 'logo_path': '/jqWioYeGSyTLuHth0141bTGvu6H.png', 'name': 'TriStar Pictures', 'origin_country': 'US'}, {'id': 34, 'logo_path': '/GagSvqWlyPdkFHMfQ3pNq6ix9P.png', 'name': 'Sony Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-12-19,314178011,139.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A comedy from the heart that goes for the throat.,As Good as It Gets,False,7.4,1828
False,/pBvKhZ0ZrVeu9Nwyr0BHd8emvN4.jpg,,13000000,"[{'id': 18, 'name': 'Drama'}]",,7984,tt0107207,en,In the Name of the Father,"A small time thief from Belfast, Gerry Conlon, is falsely implicated in the IRA bombing of a pub that kills several people while he is in London. He and his four friends are coerced by British police into confessing their guilt. Gerry's father and other relatives in London are also implicated in the crime. He spends fifteen years in prison with his father trying to prove his innocence.",12.117,/22UfH59UppgMtDIMjD6DxhO8J2C.jpg,"[{'id': 2307, 'logo_path': None, 'name': ""Hell's Kitchen Films"", 'origin_country': ''}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'IE', 'name': 'Ireland'}]",1993-12-12,65796862,133.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Falsely accused. Wrongly imprisoned. He fought for justice to clear his father’s name.,In the Name of the Father,False,7.9,778
False,/cTNYRUTXkBgPH3wP3kmPUB5U6dA.jpg,,22000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",http://www.schindlerslist.com/,424,tt0108052,en,Schindler's List,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,24.847,/yPisjyLweCl1tbgwgtzBCNCBle.jpg,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 56, 'logo_path': '/cEaxANEisCqeEoRvODv2dO1I0iI.png', 'name': 'Amblin Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-12-15,321365567,195.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'pl', 'name': 'Polski'}, {'iso_639_1': 'he', 'name': 'עִבְרִית'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,"Whoever saves one life, saves the world entire.",Schindler's List,False,8.5,8425
