story,title,score,user
14009963,"Iosevka ? A Typeface for Code, from Code",568,justinjlynn
14226775,"If you opened your PayPal account before you were 18, close it",762,iDemonix
14002821,Ask HN: What do you want to see in Ubuntu 17.10?,1374,dustinkirkland
15243202,Windows for Linux Nerds,615,geostyx
15754287,Join the Battle for Net Neutrality,1269,rayalez
14816008,Ethereum from scratch ? Part 1: Ping,534,mjfl
14968626,"The Google memo isn?t sexist or anti-diversity, it?s science",592,20100thibault
14774167,Seeing AI for iOS,835,kmather73
13783307,Images and video showing extent of Oroville dam damage,848,JabavuAdams
14051851,Unsupervised sentiment neuron,603,gdb
15424478,Five minute guide to better typography,868,reacharavindh
14245354,SQL is 43 years old ? Here?s why we still use it today,588,d4nt
13529213,LibreTaxi ? A free and open source alternative to Uber and Lyft,1275,bpierre
14892980,"Out of all major energy sources, nuclear is the safest",655,mpweiher
13508038,Box Breathing,625,mkempe
15324954,Scenic Tram Simulator,918,fredley
15270189,Discover the world of microcontrollers through Rust,527,ingve
14356377,Machine Learning,546,denzil_correa
13887295,Guetzli: A New Open-Source JPEG Encoder,600,ashishgandhi
15883186,Bitcoin: A Peer-to-Peer Electronic Cash System (2008) [pdf],512,sova
13726886,"White House Bars NYT, CNN, and Politico from Briefing",660,ComputerGuru
14483409,"On average, skipping college and investing tuition costs nets a higher return",739,qwerty2020
14763111,Toward Go 2,746,dmit
15456833,An open source re-implementation of RollerCoaster Tycoon 2,614,j_s
14465243,"WA, NY and CA Governors Announce Formation of United States Climate Alliance",538,rbanffy
15345455,Dumb Things Camera Companies are Still Doing,583,ValentineC
14332006,Noncompete Clauses: Signing Away the Right to Get a New Job,662,mikeh1010
15066729,Android Oreo,778,axg
15534034,Stripe Atlas: Getting your first 10 customers,598,nozzlegear
15421704,'Our minds can be hijacked': tech insiders who fear a smartphone dystopia,878,misnamed
13439828,Google Has Started Penalizing Mobile Websites with Intrusive Pop-Up Ads,880,sply
13990391,Stanford Professor Loses Political Battle To Simplify Tax Filing Process,712,dynofuz
15273228,"Stanislav Petrov, a Soviet officer who averted nuclear war, has died",534,apsec112
15309989,Godot Engine ? Free and open-source 2D and 3D game engine,593,malikNF
15905048,How to Read Mathematics,629,ColinWright
15407761,Mathematical games interesting to both you and a five-year-old child,749,lainon
15222240,"Facebook, You Needy Sonofabitch",1111,ingve
15160149,?Oracle laid off all Solaris tech staff in a classic silent EOL of the product?,753,sengork
14452819,Kubernetes by Example,612,rbanffy
14653017,An easter egg for one user: Luke Skywalker,798,einaregilsson
14229412,How I got an FBI record at age 11 from dabbling in cryptography (2015),562,tjalfi
13347852,Car allergic to vanilla ice cream (2000),753,kornish
13471543,Chrome will aggressively throttle background tabs,811,callumlocke
15534580,Show HN: Arxiv Vanity ? Read academic papers from Arxiv as responsive web pages,721,bfirsh
15696596,Using SVG as image placeholders,983,FriedPickles
15749150,FCC plan would give Internet providers power to choose the sites customers see,1330,rbanffy
14505073,?Let her speak please?,995,devnonymous
14066948,New Features Coming in PostgreSQL 10,517,ioltas
13590123,Hans Rosling has died,846,anc84
15446217,The End of the DreamHost vs. DOJ privacy case,596,yoda_sl
13297792,"What Could Have Entered the Public Domain on January 1, 2017",602,shawndumas
14347211,Not Hotdog App,621,rcamp
15116379,Ask HN: What maths are critical to pursuing ML/AI?,628,chrisherd
14004329,Unpaired Image-to-Image Translation using Cycle-Consistent Adversarial Networks,667,bottlek
13870199,Keep the Internet Open,1032,firloop
13932806,Research Debt,508,wwilson
13361019,From OS X to Ubuntu,544,bpierre
13433927,Removing Python 2.x support from Django for version 2.0,720,ReticentMonkey
15669262,?We have obtained fully functional JTAG for Intel CSME via USB DCI?,760,cryogenic_soul
15200955,Equifax Faces Multibillion-Dollar Lawsuit Over Hack,1345,jameslk
15813107,"As a solo developer, I decided to offer phone support",563,NonUmemoto
14463989,US quits Paris climate pact,517,antouank
15723772,Is software development really a dead-end job after age 35-40?,580,rbanffy
14471931,4D Toys: a box of four-dimensional toys,575,hcs
13759706,Satirical Summaries of Hacker News,626,yumaikas
14632603,"Sci-Hub as Necessary, Effective Civil Disobedience",508,dredmorbius
13561388,"Amazon soars to more than 341K employees, adding 110K people in a single year",506,prostoalex
15502142,New law bans California employers from asking applicants their prior salary,835,ssaxena80
13668916,Google Spreadsheets and Python,811,happy-go-lucky
14195664,How to Become Well-Connected,573,rchen8
15089916,Feather: Open-source icons,844,mcone
15909395,How to get your first 100k active users,663,annekate
13804522,Snakisms,961,colinprince
15863182,Steam is no longer supporting Bitcoin,673,tsneed290
13696004,Why I Don?t Talk to Google Recruiters,892,kesor
14313797,Noun Project ? Icons for Everything,541,vikingcaffiene
15845400,Apple is sharing your facial wireframe with apps,555,lisper
15073414,Inside a fast CSS engine,660,rbanffy
15416198,Security.txt,705,janvdberg
15507871,DevDocs API Documentation,1239,nieksa
13309025,Show HN: Explore ideas whose patent protection expires today,546,niko001
13456246,Chrome 56 will mark HTTP pages with password fields as non-secure,947,vladootz
13329525,Browser auto-fill phishing,802,christop
14090419,Autodraw ? Fast Drawing for Everyone,732,kbyatnal
13867590,Is Facebook a Structural Threat to Free Society?,733,jonstokes
13406119,Naughty Strings: A list of strings likely to cause issues as user-input data,937,caseysoftware
14073223,The Utter Uselessness of Job Interviews,563,tomek_zemla
15637111,Flexbox and Grids: your layout?s best friends,522,reneherse
14629533,On Starting a Software Business,534,ingve
15747519,Google collects cell tower info even if location services are disabled,953,kshatrea
15483231,ESO Telescopes Observe First Light from Gravitational Wave Source,566,acqq
15168467,Writing a SQLite clone from scratch in C,574,ingve
14022863,Android overtakes Windows as the internet?s most used operating system,680,rbanffy
15913250,Universities spend millions on accessing results of publicly funded research,521,versteegen
15384396,Streams: a new general purpose data structure in Redis,588,darwhy
15776033,My unusual hobby,856,curryhoward
13566951,Blockchain Demo [video],723,spaceboy
14411126,The largest Git repo,1053,ethomson
14923362,"Exa, a modern replacement for ls",740,r0muald
13867016,Ask HN: Which Berkeley Courses Should I Archive?,512,berkeleyarchive
13582933,Trump?s F.C.C. Pick Quickly Targets Net Neutrality Rules,562,phaedryx
13503067,Twitter discloses national security letters,549,arkadiyt
14458955,"Oh My Gosh, It?s Covered in Rule 30s",703,seszett
15435822,Tracking friends and strangers using WhatsApp,828,robheaton
14495893,WebAssembly 101: A developer?s first steps,573,blaze33
14287235,Wikimedia Foundation spending,1054,apsec112
13354329,Software Developers Should Have Sysadmin Experience,577,beekums
14142120,"Facebook Announces React Fiber, a Rewrite of Its React Framework",851,apetresc
15762451,I'm on the FCC. Please stop us from killing net neutrality,966,mjfern
14473377,"India, Once a Coal Goliath, Is Fast Turning Green",506,scdoshi
14560042,Developers who use spaces make more money than those who use tabs,881,edward
14757687,Reverse-engineering the Starbucks ordering API,658,nickplee
14256300,Root ? Programmable bank account for software developers,1015,s_dev
13394900,There is no WhatsApp 'backdoor',1018,stablemap
14643712,European Commission fines Google ?2.42B for abusing dominance,690,antr
13385873,Flickr ? A Year Without a Byte,527,el_duderino
13800320,Mathematics for Computer Science [pdf],1059,lainon
15156291,Rental camera gear destroyed by the 2017 eclipse,599,blueintegral
14803468,Things I?ve Learned from Reading IndieHackers,611,scribu
14495405,Housing a prisoner in California costs more than a year at Harvard,525,omegaworks
15350137,Gravitational waves from a binary black hole merger observed by LIGO and Virgo,528,nickcw
15542263,Saying Goodbye to Firebug,805,kungfudoi
14101233,Chrome 59 has cross-platform headless support,834,vvoyer
13817969,"Gail, not Gmail",505,rcach001
14645452,Another Ransomware Outbreak Is Going Global,504,smn1234
14997799,Show HN: Extension-blocking domains removed by threat from other blacklists,614,paulgb
15481819,Key Reinstallation Attacks ? Breaking WPA2 by Forcing Nonce Reuse,1371,fanfantm
13817883,Google is acquiring Kaggle,810,Perados
13653669,Algorithms,624,rsandhu
14063609,Color Night Vision (2016) [video],625,Tomte
14026984,"Mexican Newspaper Shuts Down, Saying It Is Too Dangerous to Continue",769,schoen
14664417,Thoughts on Insurance,518,akharris
13858597,Study: Immigrants Founded 51% of U.S. Billion-Dollar Startups,581,dankohn1
13896065,Scientists sent a rocket to Mars for less than it cost to make ?The Martian?,556,leslielemon
14115826,A Competitive Programmer's Handbook,1118,aaggarwal
13729525,Annotation is now a web standard,627,kawera
13931969,Gitlab 9.0,503,marcinkuzminski
14817557,"A hacker stole $31M of Ether???how it happened, and what it means for Ethereum",520,HaseebQ
13860963,Introducing Create React Native App,535,dikaiosune
14670306,?Which word begins with ?y? and looks like an axe in this picture??,615,Gigablah
13370310,Why Many Cities Have No Money,576,cassieramen
15902054,Statement on Cryptocurrencies and Initial Coin Offerings,804,corbinpage
15720923,Microsoft Has Manually Patched Their Equation Editor Executable,553,dielel
15747313,Why does man print ?gimme gimme gimme? at 00:30?,560,isp
14218270,Stupid security things,609,troyhunt
14400058,Chaos Computer Clubs Breaks Iris Recognition System of the Samsung Galaxy S8,674,morsch
14046446,Build Your Own Text Editor,1275,matthewbauer
14836653,How a VC-funded company is undermining the open-source community,1014,posnet
14662107,The .feedback scam,559,0x0
14414712,"MediaGoblin ? Self Hosted, Decentralized? Alt to YouTube, Flickr, SoundCloud",610,huntermeyer
15771168,A growing number of young Americans are leaving desk jobs to farm,600,blueatlas
15037960,"Essential Phone, available now",818,Garbage
15756062,"Stop Using Excel, Finance Chiefs Tell Staffs",627,petethomas
14578807,Debian 9 Stretch released,595,OberstKrueger
13459740,Announcing Pipenv,664,imkevinxu
14919845,Operation Luigi: How I hacked my friend without her noticing,728,adamch
15237896,Sublime Text 3.0,1653,fbnlsr
15893911,Project Euler,787,vinchuco
13743908,How to Self-Publish a Novel in 2017,551,zhubert
14460013,Enough with the dead butterflies,586,mjn
15461439,Rejecting a candidate for over-qualification results in age bias,644,KentBeck
13407717,Stealing passwords from McDonald's users,544,chx
14769762,Redis 4.0,588,fs111
13700492,Upspin ? Another option for file sharing,619,andybons
13579544,RethinkDB Relicensed under Apache 2.0,686,csmajorfive
15085159,iOS 11 Safari will automatically strip AMP links from shared URLs,534,OberstKrueger
15009759,I?m an Ex-Google Woman Tech Leader and I?m Sick of Our Approach to Diversity,791,317070
15145226,Insane state of today's advertising part 3,961,archon810
13375543,Integrating GTA V into Universe,805,gdb
15173781,A collection of things software developers should know,589,mr_mig
15544378,How We Bootstrapped Our SaaS Startup to Ramen Profitability,603,a13n
14462785,Facebook is an attack on the open web,1635,tambourine_man
14367311,PostgreSQL 10 Beta 1 Released,507,ahachete
14949978,Internet Draft: Let 'localhost' be localhost,594,beliu
15212497,Equifax Lobbied to Kill Rule Protecting Victims of Data Breaches,893,Dowwie
13571847,Ask HN: What is the most exciting development in your field right now?,516,yellow_viper
14516538,"Ask HN: What are we doing about Facebook, Google, and the closed internet?",609,vkb
15196309,Three Equifax Managers Sold Stock Before Cyber Hack Was Revealed,650,QUFB
13733481,Linus on Git and SHA-1,550,dankohn1
15521743,Home Assistant is an open-source home automation platform running on Python 3,552,federicoponzi
15832170,Django 2.0 released,634,Hangya
14159085,"Microsoft: You need to fix your Skype and Microsoft account issues, this is insane",544,kolemcrae
14351324,Screen sharing comes to Slack video calls,566,fahimulhaq
13301832,Ask HN: Who is hiring? (January 2017),612,whoishiring
14694283,Gitter is open source,522,chx
13658615,Linus Torvalds: Successful projects are 99% perspiration and 1% innovation,651,oska
15127633,24/192 Music Downloads Are Very Silly Indeed (2012),647,Ivoah
14993216,"I Fell Victim to a $1,500 Used Camera Lens Scam on Amazon",937,QUFB
13958366,Deep Photo Style Transfer,1088,mortenjorck
15491553,Vim after 15 Years,590,statico
13489156,First they came for the Iranians,1000,aaronyy
15686653,How Firefox Got Fast Again,2180,bpierre
14393501,HTTPS on Stack Overflow: The End of a Long Road,574,Nick-Craver
15701238,Fearless Concurrency in Firefox Quantum,611,ahomescu1
13493752,Paralyzed man regains use of arms and hands after experimental stem cell therapy,873,jpgvm
15342758,Text-only NPR,504,mrzool
13876514,How I Made $70k Self-Publishing a Book about Ruby on Rails,539,nateberkopec
13840282,Ask HN: How do you set prices?,584,fnbr
13635230,Encrypted email is still a pain,544,jstanley
13435634,Stepping into math: Open-sourcing our step-by-step solver,554,shreyans
13459764,Galaxy Note7: What We Discovered,568,richardboegli
15122540,FizzleFade,604,pietrofmaggi
13607359,Microsoft open-sources Graph Engine,616,dajoh
15502074,75% decline over 27 years in total flying insect biomass in protected areas,901,kawera
15630646,Paradise Papers: New leak from offshore finance firm,647,martgnz
15601729,Ask HN: Who is hiring? (November 2017),624,whoishiring
14447682,Node v8.0.0 Released,531,petercooper
14661285,TDD did not live up to expectations,586,kiyanwang
14754772,Net Neutrality Day of Action: Help Preserve the Open Internet,1664,ghosh
13644959,"Introducing Cloud Spanner, a Global Database Service",1068,wwilson
15453974,Please take care of my plant,660,mooreds
14649727,"Magic-Wormhole ? Get things from one computer to another, safely",744,lelf
15275182,Cutting your salary by 40%,844,itamarst
14296959,"Remotely Exploitable Type Confusion in Windows 8, 8.1, 10, Windows Server, etc",594,runesoerensen
13400350,Mastering Bash and Terminal,638,blockloop
14237266,Intel platforms from 2008 onwards have a remotely exploitable security hole,506,theSoenke
14529376,Please Make Google AMP Optional,1146,tambourine_man
14029572,iPhone App will not stay open - just flashes when trying to launch,638,ant6n
15439967,150 days of living and coding in a van,720,hwartig
15821575,A Map Showing How Much Time It Takes English-Speakers to Learn Foreign Languages,508,Thevet
14644539,Show HN: GreenPiThumb ? A Raspberry Pi Gardening Bot,537,mtlynch
13853150,"How the Maker of TurboTax Fought Free, Simple Tax Filing (2013)",787,apsec112
14620608,Google Will Stop Reading Your Emails for Gmail Ads,903,ahiknsr
13629593,A US-born NASA scientist was detained at the border until he unlocked his phone,956,smb06
15131525,Headless mode in Firefox,817,Vinnl
14149570,"CodeStar ? Quickly Develop, Build, and Deploy Applications on AWS",572,jeffbarr
14902696,How the Collison brothers turned ?seven lines of code? into Stripe,594,coloneltcb
15257541,Google Chrome to stop autoplaying content with sound,670,piyushgupta27
14201562,"Postal: Open source mail delivery platform, alternative to Mailgun or Sendgrid",715,rendx
14310617,Solar Roof,690,runesoerensen
14166966,What Happens When You Send a Zero-Day to a Bank?,1494,ivank
15867918,The Big Vitamin D Mistake,754,pacaro
14708350,Ask HN: What habits make a programmer great?,518,zachng
13706618,API Design Guide,824,andybons
15092707,"?Learning How to Learn,? the most popular course on Coursera",848,hvo
14707674,Defending a website with Zip bombs,631,ridgewell
13716511,Txt.fyi,655,mdlincoln
15633785,Exploring different microcontrollers less than $1,929,stefanpie
15338382,"Firefox Quantum Lands in Beta, Developer Edition",896,Vinnl
14662373,Milestone: 100M Certificates Issued,581,okket
15142853,Criticizing Google got me fired,1010,pyrophane
14655382,Analyzing Cryptocurrencies Using PostgreSQL,521,akulkarni
15742287,An in-depth security review of the Intel Management Engine,522,marksamman
15478078,New Research on How Ride-Hailing Impacts Travel Behavior,604,WisNorCan
13942345,US Senate votes to undo FCC internet privacy rules,992,daegloe
15272152,How the Bitcoins Were Stolen from Mt. Gox [video],563,davidgerard
13406638,Ask HN: What's the best computer science book you've read recently?,670,bobnarizes
13792309,A plane so good it's still in production after 60 years,509,nairteashop
14901051,App sizes are out of control,729,trevor-e
14545382,"Verizon closes $4.5B acquisition of Yahoo, Marissa Mayer resigns",744,pyprism
13849430,Ask HN: What are some good technology blogs to follow?,893,buddies2705
14161876,Calculus Made Easy (1914) [pdf],1080,Pamar
15017126,Show HN: A stop-motion video of an engine,846,AlexMuir
15193892,"Delta Goes Big, Then Goes Home",1107,devy
15438894,Dangers of CSV Injection,645,rpenm
14023198,Ask HN: Who is hiring? (April 2017),513,whoishiring
13399974,SpaceX returns to flight with Falcon 9 rocket launch,621,thomseddon
13672482,Fifth Circuit holds that First Amendment protects the right to record the police [pdf],670,oftenwrong
13746830,Mozilla Acquires Pocket,1187,qdot76367
15685454,Why I?m Digging Deep Into Alzheimer?s,553,tuxguy
15145176,"Yes, Google Uses Its Power to Quash Ideas It Doesn?t Like",605,IBM
15442636,CircleCI trusts 8 analytics companies with your source code and API tokens,508,tomwas54
15321015,It?s time to kill the web app,1003,raindev
14711153,Wildcard Certificates Coming January 2018,857,darwhy
15799310,How Stylo Brought Rust and Servo to Firefox,639,mnemonik
14986324,The world in which IPv6 was a good design,677,dbenamy
15131370,Google Critic Ousted from Think Tank Funded by the Tech Giant,793,runesoerensen
13707547,Seven earth-sized planets discovered circling a star 39 light years from Earth,2256,ngoldbaum
15567356,The New York Times Is Now Available as a Tor Onion Service,878,alecmuffett
15054252,Why PS4 downloads are so slow,713,kryptiskt
13600427,Introducing Keybase Chat,990,aston
15451442,Ask HN: What non-work task have you automated?,586,Kevin_S
15250644,Spain Fines Facebook Over Tracking Users Without Consent,645,thg
14105721,United removes first-class passenger to make room for 'higher-priority' traveler,538,4ad
14225602,Wikipedia blocked in Turkey,850,alansammarone
13408797,The lost letters of the English alphabet,526,2dvisio
15315129,"Portugal treats addiction as a disease, not a crime",572,fanf2
14526156,$80k/month App Store Scam,716,amima
14394150,U.S. top court tightens patent suit rules in blow to ?patent trolls?,746,robteix
14552615,Show HN: Get Paid to Build Your Next Side Project,1101,hackerews
14355051,The Boring Company FAQ,624,schiffern
13319904,Grumpy: Go running Python,1411,trotterdylan
15432720,Microsoft gives up on Windows 10 Mobile,812,nocoder
14718089,Ask HN: What's a side project you built to make money that hasn't?,503,JayNeely
15719262,Tesla Roadster,1261,franl
15023766,SVG can do that?,645,funspectre
15304242,PocketBeagle ? A $25 open-source USB-key-fob computer,508,jarmitage
15714318,Startup Ideas,614,kcorbitt
15617615,LineageOS for microG ? Access Google services without closed software,504,nizzo
15079619,Disconnect. Offline only,601,danmeade
15514926,HolyJit: A New Hope,627,bpierre
15584124,Anvil: full stack web apps built only with Python,542,galfarragem
15782014,Facebook Is the Junk Food of Socializing (2015),571,dnetesn
15357981,Ikea has bought TaskRabbit,502,ghaff
13410510,"A Visa for founders, engineers and investors willing to join France",625,tbassetto
15368353,It?s time to give Firefox another chance,1674,uladzislau
15253781,On React and WordPress,543,firasd
15294171,A new kind of map: it?s about time,968,uptown
14632017,SpaceX successfully launches and recovers second Falcon 9 in 48 hours,507,janober
14043631,"Growing Ubuntu for Cloud and IoT, Rather Than Phone and Convergence",756,popey
13421298,Obama Commutes Bulk of Chelsea Manning?s Sentence,1503,coloneltcb
15087831,"Right to Privacy a Fundamental Right, Says Indian Supreme Court",527,sandGorgon
14550060,SQLite small blob storage: 35% Faster Than the Filesystem,612,i_feel_great
15634609,Chrome breaks the Web,1187,bloomca
15500220,Documenting the Web together,1210,marvinpinto
15756684,An Open Letter to the FCC,849,throwanem
13648449,Warren Buffett?s Best Investment,659,jonbaer
14259456,Puerto Rico files for biggest ever U.S. local government bankruptcy,619,chollida1
14170575,"For First Time Since 1800s, Britain Goes a Day Without Burning Coal for Power",558,af16090
14463260,TLDR Stock Options,819,ingve
14783279,Things I wish someone had told me before I started angel investing,602,lisper
14699397,It is as if you were doing work,752,throwaway1892
14299628,Get started making music,2106,bbgm
14560106,Telegram founder: US intelligence tried to bribe us to weaken encryption,654,anjalik
13921433,GitHub lets staff own IP developed for personal projects using company resources,1841,imanewsman
14384187,Kill Google AMP before it kills the web,969,DLay
14178091,How SSH got port number 22,1034,Walkman
13886626,Acing the technical interview,825,alecsx6
15442676,The web at maximum FPS: How WebRender gets rid of jank,853,bpierre
15276833,Announcing CoffeeScript 2,632,GeoffreyBooth
13500425,How to leak to the press,680,anjalik
13529792,New H1-B Visa bill doubles the salary requirements to $130K/yr,537,mataug
15148885,Ask HN: Who is hiring? (September 2017),573,whoishiring
15230871,iPhone X,995,interconnector
14534315,Inkscape Moves to GitLab,525,dabber
13330611,LEDs may cause retinal toxicity at occupational domestic illuminance,630,vmarsy
14966002,The Kolmogorov option,537,apsec112
15657887,Senators push to ditch social security numbers in light of Equifax hack,1126,Varcht
15691435,There are over a billion outdated Android devices in use,530,josephscott
14782294,Kindness is Underrated (2014),536,hengputhireach
14501894,List of Printers Which Do or Do Not Display Tracking Dots,586,prawn
13364583,I returned my 2016 MacBook Pro with Touch Bar,559,geerlingguy
15278883,"W3C abandons consensus, standardizes DRM, EFF resigns",2735,guelo
13837781,How to never complete anything,688,swah
14226889,Show HN: Sorting Two Metric Tons of Lego,1264,jacquesm
13397145,I Turned a Routine Traffic Ticket into a Constitutional Trial,899,anarazel
13817557,Apple starts rejecting apps with ?hot code push? features,705,dylanpyle
13786220,You May Want to Marry My Husband,586,dankohn1
14508921,Americans from Both Political Parties Overwhelmingly Support Net Neutrality,625,joeyespo
13579226,Trump Is Right: Silicon Valley Using H-1B Visas to Pay Low Wages to Immigrants,509,gadders
14807779,153k Ether Stolen in Parity Multi-Sig Attack,943,campbelltown
14362975,Kotlin Is Better,538,praxxis
14995165,OpenAI at the Dota 2 World Championships,510,frisco
13932226,Onedrive is slow on Linux but fast with a ?Windows? user-agent (2016),1423,wielebny
13541679,Ask HN: Who is hiring? (February 2017),690,whoishiring
14369109,One Step Closer to a Closed Internet,542,Vinnl
14683964,Largest-ever study of controversial pesticides finds harm to bees,729,etiam
14361039,A Case of Stolen Source Code,527,uptown
14772926,Google is releasing 20M bacteria-infected mosquitoes in Fresno,545,chriskanan
14518542,SoftBank Agrees to Buy Boston Dynamics From Alphabet,566,rayuela
13450143,Container Tabs,843,malikNF
14323265,A federal court has denied a pre-trial motion to dismiss a GPL enforcement case,853,imanewsman
14909786,Hy ? A Lisp-flavored Python,625,tosh
13721452,List of Sites Affected by Cloudflare's HTTPS Traffic Leak,914,emilong
15869800,A Classic Extension Reborn: Tree Style Tab,507,clouddrover
15052691,Vue.js vs. React,732,fanf2
14688684,Ask HN: Who is hiring? (July 2017),635,whoishiring
14275805,The Horror in the Standard Library,830,aw1621107
15389727,Guacamole ? A clientless remote desktop gateway,1096,mutin-sa
14361425,Android now supports Kotlin,620,JOfferijns
13966390,Next.js 2.0,627,tbassetto
13656192,I started a one-man biz that's beating VC-backed startups,1237,pud
14403036,Helping a Million Developers Exit Vim,775,var_explained
15342486,Giving you more characters,576,coloneltcb
14108797,What made Xerox PARC special? Who else today is like them?,514,mpweiher
15655548,Voters say ?yes? to city-run broadband in Colorado,789,peterjmag
15723926,"Microsoft and GitHub team up to take Git virtual file system to macOS, Linux",796,dmmalam
14990911,SoundCloud saved by emergency funding as CEO steps aside,550,janober
15116719,Disabling Intel ME 11 via undocumented mode,734,Severian
13603575,Looking for Work After 25 Years of Octave,1332,dhuramas
14673777,"Silicon Valley Women, in Cultural Shift, Frankly Describe Sexual Harassment",1188,coloneltcb
14338212,Consider a Dell Optiplex FX160 Instead of a Raspberry Pi,526,uptown
14914447,Bitcoin Exchange Had Too Many Bitcoins,620,dsri
13909656,YC AI,663,craigcannon
15444607,Disabling the Intel Management Engine,707,marksamman
13338592,"Show HN: Alacritty, a GPU-accelerated terminal emulator written in Rust",1170,jwilm
15187874,Facebook recruiting and Unix systems,1091,abhisuri97
15890551,Comcast is injecting 400+ lines of JavaScript into web pages,989,CSDude
13356318,Atlassian acquires Trello for $425M,1857,SwaroopH
15021427,Ask a Female Engineer: Thoughts on the Google Memo,1080,cbcowans
13910925,The last patent on AC-3 (Dolby Digital) expires at midnight,578,robbiet480
14360549,Google.ai,611,rbanffy
15274339,Malware identified in CCleaner 5.33,675,spaar
14326439,Cyberattacks in 12 Nations Said to Use Leaked N.S.A. Hacking Tool,1248,ghosh
15820161,Deep image prior 'learns' on just one image,782,singularity2001
15046601,E-commerce will evolve next month as Amazon loses the 1-Click patent,602,themaveness
15662004,Sean Parker unloads on Facebook ?exploiting? human psychology,603,jbuild
15704730,Code together in real time with Teletype for Atom,873,hswolff
14417758,Ask HN: I don't want to be a founder anymore,565,throwaway10595
15538666,Try quickly typing 1+ 2 + 3 into the iOS 11 Calculator,886,danso
15543371,"If you care about diversity, don't just hire from the same five schools",631,leeny
15585769,Do you need a VPN?,969,thesumofall
15824597,Ask HN: Who is hiring? (December 2017),593,whoishiring
15769807,The Western Elite from a Chinese Perspective,533,monsieurpng
15400037,Interactive Vim tutorial,566,ashitlerferad
14257744,Prepack helps make JavaScript code more efficient,836,jimarcey
13507993,Time to Take a Stand,1131,sama
13718752,Cloudflare Reverse Proxies Are Dumping Uninitialized Memory,3238,tptacek
13884357,"Web Scraping: Bypassing ?403 Forbidden,? captchas, and more",564,foob
14232074,Why Use Postgres?,568,timf
14105489,PhantomJS: Stepping down as maintainer,854,wfunction
14155393,Me and SVG,507,bootload
14899155,Krita Foundation in Trouble,529,gcp
13856443,Facebook?s code quality problem (2015),502,setra
14564182,"If you can?t explain something in simple terms, you don?t understand it",517,daschaefer
14049868,A Thank-You Note to the Hacker News Community from Ubuntu,786,dustinkirkland
14462384,Pinboard Acquires Delicious,800,cjbprime
14671070,Scott's Cheap Flights: Growing a small side project into a booming business,559,bkidwell
13950002,Google Talk Is Being Discontinued,618,flyingramen
15446049,Google Data Studio,512,mkalygin
15900551,Former Facebook exec says social media is ripping apart society,550,SREinSF
14901566,Malicious crossenv package on npm,578,phpnode
13447340,Lavabit Reloaded,626,ycmbntrthrwaway
14087381,Electron is flash for the desktop (2016),1519,charlieirish
15808096,AWS Fargate ? Run Containers Without Managing Infrastructure,533,moritzplassnig
15685180,A Beginner?s Guide to Getting Things Done,550,PeOe
13660086,Ask HN: What are some books where the reader learns by building one project?,813,kyoob
15694118,Ask HN: What are best tools for web scraping?,502,pydox
13629728,"Man jailed 16 months, and counting, for refusing to decrypt hard drives",667,doener
13713480,Announcing the first SHA-1 collision,3030,pfg
14805265,Show HN: A Set of Dice That Follows the Gambler's Fallacy,523,xori
13552747,"To Live Your Best Life, Do Mathematics",538,digital55
15751344,I'm Testifying to Congress about Data Breaches ? What Should I Say?,637,Ajedi32
15189949,Nginx Unit,680,tomd
14141454,A customer reported an error in the map used by Flight Simulator,773,Doubleguitars
15754988,Linus Torvalds: ?Do No Harm?,566,ekianjo
15331016,YC?s Essential Startup Advice,825,craigcannon
14152688,Google plans ad-blocking feature in Chrome browser,824,kristianc
15826445,Things Many People Find Too Obvious to Have Told You Already,854,JoshTriplett
14848786,?We will stop updating and distributing the Flash Player at the end of 2020?,1213,mintplant
14750627,Battle for the Internet,1275,anigbrowl
14603879,D Language accepted for inclusion in GCC,528,deng
13831277,Google Cloud SQL for Postgres,755,wwilson
13684439,Uber Investigating Sexual Harassment Claims by Ex-Employee,678,qzervaas
13748302,SpaceX to Send Privately Crewed Dragon Spacecraft Beyond the Moon Next Year,1747,runesoerensen
13584097,React Native at Instagram,589,martin_bigio
15886333,Larry Ellison allegedly tried to have a professor fired for benchmarking Oracle,657,pavel_lishin
15337730,Git git git git git,510,caiusdurling
15916121,"We?re sorry, and we?re not rolling out the fees change",1072,JoshTriplett
13922482,H&R Block and Intuit Are Lobbying Against Making Tax Filling Free and Easy,593,kennyma
13960183,How much your computer can do in a second,602,srirangr
13576236,Ask HN: What is the biggest untapped opportunity for startups?,657,seahckr
13790871,A deep dive into why Wi-Fi kind of sucks,534,nikbackm
15806500,"Hello, world: this is WikiTribune",830,nafizh
13982620,Containers vs. Zones vs. Jails vs. VMs,714,adamnemecek
14090063,IndieHackers.com acquired by Stripe,1000,ploggingdev
14178397,Uber CEO Plays with Fire,559,bmahmood
13862284,Teach Yourself Computer Science,1308,kruse-tim
15256603,Firefox Multi-Account Containers,850,nachtigall
15169188,?Google: it is time to return to not being evil?,739,walkingolof
14054785,Twitter refuses US order to disclose owner of anti-Trump account,831,anigbrowl
13375337,Announcing Tokio 0.1,525,steveklabnik
13481218,Employees are happier when led by people with deep expertise,756,reactor
14248827,CRISPR eliminates HIV-1 infection in live animals,1455,shannietron
14498724,"Alex Honnold Scales El Capitan Without Ropes, and the Climbing World Reels",928,merraksh
