"Person","item"
2443,"spread cheese"
2444,"soda"
2444,"hygiene articles"
2444,"napkins"
2445,"beef"
2445,"herbs"
2445,"other vegetables"
2445,"whole milk"
2445,"dessert"
2445,"yogurt"
2445,"whipped/sour cream"
2445,"mayonnaise"
2445,"domestic eggs"
2445,"brown bread"
2445,"sweet spreads"
2445,"cat food"
2445,"soda"
2445,"fruit/vegetable juice"
2446,"bottled water"
2446,"chocolate"
2447,"sausage"
2448,"ice cream"
2449,"tropical fruit"
2449,"cat food"
2449,"bottled water"
2449,"soda"
2449,"bottled beer"
2449,"white wine"
2449,"hygiene articles"
2450,"whole milk"
2450,"frozen vegetables"
2451,"yogurt"
2451,"pastry"
2451,"canned beer"
2451,"red/blush wine"
2452,"herbs"
2452,"misc. beverages"
2452,"shopping bags"
2453,"whole milk"
2453,"tea"
2453,"bottled beer"
2453,"napkins"
2453,"cling film/bags"
2454,"meat"
2454,"curd"
2454,"white bread"
2455,"frankfurter"
2455,"pip fruit"
2455,"other vegetables"
2455,"whole milk"
2455,"butter"
2455,"yogurt"
2455,"fruit/vegetable juice"
2455,"shopping bags"
2456,"citrus fruit"
2456,"whole milk"
2456,"yogurt"
2456,"softener"
2456,"hygiene articles"
2457,"canned beer"
2457,"candy"
2458,"chicken"
2458,"soda"
2458,"canned beer"
2458,"liquor (appetizer)"
2458,"newspapers"
2459,"yogurt"
2459,"waffles"
2460,"beef"
2460,"yogurt"
2460,"spread cheese"
2460,"margarine"
2460,"salty snack"
2461,"whipped/sour cream"
2461,"candy"
2462,"pip fruit"
2462,"root vegetables"
2462,"whole milk"
2462,"whipped/sour cream"
2462,"processed cheese"
2462,"white bread"
2462,"flour"
2462,"fruit/vegetable juice"
2462,"napkins"
2463,"frankfurter"
2463,"whole milk"
2463,"rolls/buns"
2463,"pastry"
2463,"soda"
2463,"specialty chocolate"
2464,"soda"
2465,"pip fruit"
2465,"yogurt"
2465,"bottled water"
2465,"canned beer"
2465,"chewing gum"
2465,"napkins"
2466,"citrus fruit"
2466,"tropical fruit"
2466,"whipped/sour cream"
2466,"rolls/buns"
2466,"candy"
2466,"newspapers"
2467,"whole milk"
2468,"root vegetables"
2468,"onions"
2468,"other vegetables"
2468,"whole milk"
2468,"whipped/sour cream"
2468,"specialty cheese"
2468,"frozen meals"
2468,"rolls/buns"
2468,"white bread"
2468,"pastry"
2468,"canned vegetables"
2468,"sweet spreads"
2469,"sausage"
2469,"whipped/sour cream"
2469,"white bread"
2469,"baking powder"
2470,"liver loaf"
2470,"ham"
2470,"pip fruit"
2470,"root vegetables"
2470,"other vegetables"
2470,"whole milk"
2470,"curd"
2470,"dessert"
2470,"butter milk"
2470,"yogurt"
2470,"mayonnaise"
2470,"white bread"
2470,"pastry"
2470,"rice"
2470,"sugar"
2470,"pet care"
2470,"coffee"
2470,"soda"
2470,"fruit/vegetable juice"
2470,"salty snack"
2470,"long life bakery product"
2470,"napkins"
2471,"soda"
2472,"root vegetables"
2472,"liquor"
2472,"shopping bags"
2473,"other vegetables"
2473,"cream cheese "
2473,"white bread"
2473,"jam"
2473,"coffee"
2473,"bottled water"
2473,"soda"
2473,"fruit/vegetable juice"
2473,"canned beer"
2473,"red/blush wine"
2473,"cling film/bags"
2474,"tropical fruit"
2474,"whole milk"
2474,"spread cheese"
2474,"cat food"
2474,"coffee"
2474,"bottled water"
2474,"soda"
2474,"misc. beverages"
2474,"fruit/vegetable juice"
2474,"shopping bags"
2475,"butter"
2475,"oil"
2475,"cling film/bags"
2476,"sausage"
2476,"pip fruit"
2476,"hard cheese"
2476,"rolls/buns"
2476,"soda"
2477,"butter"
2478,"whole milk"
2478,"brown bread"
2478,"chocolate"
2478,"house keeping products"
2478,"newspapers"
2479,"other vegetables"
2479,"whole milk"
2479,"whipped/sour cream"
2479,"specialty cheese"
2479,"white bread"
2479,"cat food"
2479,"bottled water"
2480,"whole milk"
2480,"yogurt"
2480,"pastry"
2480,"soda"
2480,"misc. beverages"
2480,"shopping bags"
2481,"white bread"
2482,"pork"
2483,"whipped/sour cream"
2483,"sliced cheese"
2483,"frozen dessert"
2483,"hygiene articles"
2483,"napkins"
2484,"yogurt"
2484,"frozen fish"
2484,"ice cream"
2485,"butter milk"
2485,"tea"
2485,"fruit/vegetable juice"
2485,"bottled beer"
2485,"red/blush wine"
2485,"shopping bags"
2486,"yogurt"
2486,"whipped/sour cream"
2486,"hard cheese"
2486,"ketchup"
2487,"other vegetables"
2487,"whole milk"
2487,"coffee"
2488,"pastry"
2489,"yogurt"
2489,"rolls/buns"
2489,"misc. beverages"
2490,"citrus fruit"
2490,"whole milk"
2490,"butter"
2490,"yogurt"
2490,"zwieback"
2490,"jam"
2490,"dishes"
2491,"condensed milk"
2491,"coffee"
2492,"root vegetables"
2492,"pastry"
2493,"other vegetables"
2493,"oil"
2494,"citrus fruit"
2494,"rolls/buns"
2494,"snack products"
2495,"frankfurter"
2495,"photo/film"
2496,"sausage"
2497,"other vegetables"
2498,"herbs"
2499,"ham"
2499,"pip fruit"
2499,"other vegetables"
2499,"cream cheese "
2499,"pastry"
2499,"bottled beer"
2500,"root vegetables"
2500,"yogurt"
2500,"beverages"
2500,"flour"
2501,"soda"
2502,"sausage"
2502,"beef"
2502,"hamburger meat"
2502,"yogurt"
2502,"soft cheese"
2502,"cream cheese "
2502,"domestic eggs"
2502,"rolls/buns"
2502,"pastry"
2502,"instant coffee"
2503,"frankfurter"
2503,"pip fruit"
2503,"frozen vegetables"
2503,"fruit/vegetable juice"
2503,"nut snack"
2504,"bottled water"
2505,"meat"
2505,"citrus fruit"
2505,"whole milk"
2505,"spread cheese"
2506,"ham"
2506,"root vegetables"
2506,"butter"
2506,"bottled water"
2506,"white wine"
2507,"sugar"
2507,"canned beer"
2508,"chicken"
2508,"citrus fruit"
2508,"tropical fruit"
2508,"root vegetables"
2508,"other vegetables"
2508,"whole milk"
2509,"UHT-milk"
2509,"domestic eggs"
2509,"sugar"
2509,"fruit/vegetable juice"
2509,"newspapers"
2510,"beef"
2510,"yogurt"
2510,"rolls/buns"
2510,"cat food"
2510,"napkins"
2510,"dishes"
2510,"newspapers"
2511,"ham"
2511,"domestic eggs"
2511,"brown bread"
2511,"bottled water"
2511,"chocolate marshmallow"
2511,"seasonal products"
2511,"napkins"
2511,"newspapers"
2512,"rolls/buns"
2512,"zwieback"
2512,"chocolate marshmallow"
2512,"dishes"
2513,"citrus fruit"
2513,"yogurt"
2513,"pastry"
2513,"salt"
2513,"margarine"
2513,"specialty fat"
2513,"cat food"
2513,"specialty bar"
2513,"dish cleaner"
2514,"citrus fruit"
2514,"tropical fruit"
2514,"whole milk"
2514,"yogurt"
2514,"rolls/buns"
2514,"pastry"
2514,"semi-finished bread"
2514,"bottled beer"
2514,"napkins"
2515,"cat food"
2515,"coffee"
2516,"hard cheese"
2516,"honey"
2516,"candy"
2517,"frankfurter"
2517,"other vegetables"
2517,"whole milk"
2517,"yogurt"
2517,"cream cheese "
2517,"rolls/buns"
2517,"pastry"
2517,"coffee"
2518,"bottled beer"
2519,"yogurt"
2519,"spread cheese"
2519,"rolls/buns"
2519,"soda"
2519,"canned beer"
2519,"shopping bags"
2520,"frankfurter"
2520,"sausage"
2520,"chicken"
2520,"other vegetables"
2520,"frozen meals"
2520,"salt"
2520,"sugar"
2520,"soups"
2520,"coffee"
2520,"chewing gum"
2520,"male cosmetics"
2520,"hygiene articles"
2520,"napkins"
2520,"light bulbs"
2521,"rolls/buns"
2521,"soda"
2521,"newspapers"
2522,"whole milk"
2522,"beverages"
2522,"bottled water"
2522,"soda"
2522,"cake bar"
2522,"newspapers"
2523,"meat"
2523,"beef"
2523,"onions"
2523,"white wine"
2523,"dishes"
2524,"curd"
2524,"napkins"
2525,"beverages"
2525,"white bread"
2525,"pastry"
2525,"newspapers"
2525,"shopping bags"
2526,"frankfurter"
2526,"whole milk"
2526,"UHT-milk"
2526,"hard cheese"
2526,"mayonnaise"
2526,"rolls/buns"
2526,"brown bread"
2526,"margarine"
2526,"newspapers"
2527,"sausage"
2527,"pork"
2527,"beef"
2527,"root vegetables"
2527,"butter"
2527,"yogurt"
2527,"spread cheese"
2527,"rolls/buns"
2527,"brown bread"
2527,"pastry"
2527,"oil"
2527,"canned fish"
2528,"sausage"
2528,"pip fruit"
2528,"whole milk"
2528,"rolls/buns"
2528,"soda"
2528,"chewing gum"
2528,"shopping bags"
2529,"meat"
2529,"other vegetables"
2530,"sausage"
2530,"tropical fruit"
2530,"pip fruit"
2530,"rolls/buns"
2530,"pastry"
2530,"margarine"
2531,"whole milk"
2531,"rolls/buns"
2531,"pastry"
2532,"canned beer"
2533,"frankfurter"
2533,"citrus fruit"
2533,"tropical fruit"
2533,"pip fruit"
2533,"other vegetables"
2533,"whole milk"
2533,"curd"
2533,"yogurt"
2533,"whipped/sour cream"
2533,"domestic eggs"
2533,"sugar"
2533,"bottled water"
2533,"salty snack"
2533,"candy"
2533,"hygiene articles"
2534,"long life bakery product"
2535,"pork"
2535,"butter"
2535,"hard cheese"
2535,"cream cheese "
2536,"pip fruit"
2536,"other vegetables"
2536,"whole milk"
2536,"butter"
2536,"curd"
2536,"rolls/buns"
2536,"margarine"
2536,"baking powder"
2536,"bottled water"
2536,"bottled beer"
2536,"canned beer"
2536,"cooking chocolate"
2536,"napkins"
2537,"bottled beer"
2538,"pork"
2538,"tropical fruit"
2538,"root vegetables"
2538,"onions"
2538,"other vegetables"
2538,"shopping bags"
2539,"bottled water"
2539,"white wine"
2539,"newspapers"
2540,"whole milk"
2540,"domestic eggs"
2540,"brown bread"
2540,"photo/film"
2541,"curd"
2541,"dessert"
2541,"soda"
2541,"fruit/vegetable juice"
2541,"candy"
2541,"hygiene articles"
2541,"shopping bags"
2542,"tropical fruit"
2542,"pip fruit"
2542,"UHT-milk"
2542,"rolls/buns"
2542,"pastry"
2542,"salt"
2543,"pip fruit"
2543,"other vegetables"
2543,"whole milk"
2543,"yogurt"
2543,"brown bread"
2543,"pastry"
2544,"chicken"
2544,"beef"
2544,"tropical fruit"
2544,"root vegetables"
2544,"onions"
2544,"other vegetables"
2544,"pickled vegetables"
2544,"canned fish"
2544,"bottled water"
2544,"misc. beverages"
2544,"fruit/vegetable juice"
2544,"napkins"
2545,"whole milk"
2545,"newspapers"
2546,"citrus fruit"
2546,"other vegetables"
2546,"yogurt"
2546,"spread cheese"
2546,"rolls/buns"
2546,"soda"
2546,"chocolate"
2546,"newspapers"
2547,"canned beer"
2548,"pip fruit"
2548,"nuts/prunes"
2548,"root vegetables"
2548,"condensed milk"
2548,"rolls/buns"
2548,"pickled vegetables"
2548,"coffee"
2548,"canned beer"
2548,"liquor (appetizer)"
2549,"photo/film"
2550,"root vegetables"
2550,"other vegetables"
2550,"frozen vegetables"
2551,"frankfurter"
2551,"tropical fruit"
2551,"root vegetables"
2551,"whole milk"
2551,"butter"
2551,"curd"
2551,"yogurt"
2552,"yogurt"
2552,"white wine"
2552,"red/blush wine"
2553,"UHT-milk"
2553,"ice cream"
2553,"domestic eggs"
2553,"oil"
2553,"soda"
2553,"cling film/bags"
2554,"organic sausage"
2554,"chicken"
2554,"citrus fruit"
2554,"grapes"
2554,"other vegetables"
2554,"butter"
2554,"yogurt"
2554,"whipped/sour cream"
2554,"rolls/buns"
2554,"seasonal products"
2554,"hygiene articles"
2555,"whole milk"
2555,"whipped/sour cream"
2556,"meat"
2556,"root vegetables"
2556,"whole milk"
2556,"newspapers"
2557,"pork"
2558,"coffee"
2559,"soft cheese"
2559,"hard cheese"
2559,"bottled water"
2559,"soda"
2559,"liquor (appetizer)"
2559,"waffles"
2559,"chocolate"
2559,"candles"
2560,"sausage"
2560,"other vegetables"
2560,"yogurt"
2560,"mayonnaise"
2560,"rolls/buns"
2560,"bottled water"
2560,"soda"
2560,"canned beer"
2560,"shopping bags"
2561,"sausage"
2561,"citrus fruit"
2561,"pip fruit"
2561,"whole milk"
2561,"cream cheese "
2561,"tidbits"
2561,"domestic eggs"
2561,"pastry"
2561,"sugar"
2561,"fruit/vegetable juice"
2561,"chocolate"
2561,"chocolate marshmallow"
2562,"finished products"
2562,"misc. beverages"
2563,"whole milk"
2563,"frozen meals"
2563,"rolls/buns"
2563,"margarine"
2564,"curd"
2564,"yogurt"
2565,"coffee"
2565,"fruit/vegetable juice"
2566,"tropical fruit"
2566,"herbs"
2566,"whole milk"
2566,"yogurt"
2566,"whipped/sour cream"
2566,"soda"
2567,"soda"
2568,"whole milk"
2568,"curd"
2568,"brown bread"
2569,"bottled beer"
2570,"oil"
2571,"hamburger meat"
2571,"tropical fruit"
2572,"yogurt"
2572,"rolls/buns"
2572,"meat spreads"
2572,"soda"
2573,"pork"
2573,"citrus fruit"
2574,"frankfurter"
2574,"pip fruit"
2574,"root vegetables"
2574,"other vegetables"
2574,"whole milk"
2574,"soft cheese"
2574,"cream cheese "
2574,"frozen vegetables"
2574,"salt"
2574,"specialty fat"
2574,"sugar"
2574,"jam"
2574,"canned fish"
2574,"coffee"
2574,"fruit/vegetable juice"
2574,"long life bakery product"
2574,"waffles"
2574,"chocolate"
2574,"shopping bags"
2575,"sausage"
2575,"soda"
2575,"liquor (appetizer)"
2575,"shopping bags"
2576,"canned beer"
2577,"frankfurter"
2577,"root vegetables"
2577,"whole milk"
2577,"frozen vegetables"
2577,"coffee"
2577,"soda"
2577,"long life bakery product"
2577,"napkins"
2577,"house keeping products"
2577,"newspapers"
2577,"shopping bags"
2578,"beef"
2578,"citrus fruit"
2578,"whole milk"
2579,"yogurt"
2579,"UHT-milk"
2579,"rolls/buns"
2579,"candles"
2580,"long life bakery product"
2581,"other vegetables"
2581,"butter"
2581,"yogurt"
2581,"rolls/buns"
2581,"pastry"
2581,"margarine"
2582,"pastry"
2583,"sausage"
2583,"citrus fruit"
2583,"whole milk"
2583,"yogurt"
2583,"beverages"
2583,"pasta"
2583,"waffles"
2583,"specialty chocolate"
2584,"canned beer"
2585,"sausage"
2585,"citrus fruit"
2585,"other vegetables"
2585,"hard cheese"
2585,"cream cheese "
2585,"frozen dessert"
2585,"artif. sweetener"
2585,"coffee"
2585,"cling film/bags"
2585,"newspapers"
2586,"canned beer"
2587,"finished products"
2587,"soda"
2587,"specialty chocolate"
2588,"other vegetables"
2588,"whole milk"
2588,"yogurt"
2588,"specialty cheese"
2588,"bottled water"
2588,"misc. beverages"
2588,"fruit/vegetable juice"
2589,"pork"
2589,"other vegetables"
2589,"rolls/buns"
2590,"beef"
2590,"root vegetables"
2590,"other vegetables"
2590,"whole milk"
2590,"domestic eggs"
2590,"hygiene articles"
2591,"specialty bar"
2592,"canned beer"
2593,"bottled beer"
2594,"ham"
2594,"citrus fruit"
2594,"root vegetables"
2594,"whipped/sour cream"
2594,"canned beer"
2594,"napkins"
2595,"tropical fruit"
2595,"whole milk"
2596,"chicken"
2596,"sugar"
2596,"photo/film"
2597,"pork"
2597,"hamburger meat"
2597,"pip fruit"
2597,"herbs"
2597,"other vegetables"
2597,"whole milk"
2597,"butter"
2597,"sliced cheese"
2597,"processed cheese"
2597,"rolls/buns"
2597,"pastry"
2597,"roll products "
2597,"margarine"
2598,"yogurt"
2599,"chicken"
2599,"other vegetables"
2599,"bottled water"
2599,"chewing gum"
2599,"softener"
2600,"sausage"
2600,"ham"
2600,"pip fruit"
2600,"whole milk"
2600,"butter milk"
2600,"yogurt"
2600,"hard cheese"
2600,"spread cheese"
2600,"rolls/buns"
2600,"pastry"
2600,"margarine"
2600,"salty snack"
2600,"shopping bags"
2601,"hard cheese"
2601,"white bread"
2601,"brown bread"
2602,"long life bakery product"
2603,"chicken"
2604,"frankfurter"
2604,"beef"
2604,"citrus fruit"
2604,"whole milk"
2604,"rolls/buns"
2604,"semi-finished bread"
2604,"coffee"
2604,"bottled beer"
2605,"pastry"
2605,"mustard"
2605,"bottled beer"
2606,"shopping bags"
2607,"tropical fruit"
2607,"rolls/buns"
2607,"pastry"
2608,"frozen meals"
2608,"rolls/buns"
2608,"bottled beer"
2609,"whole milk"
2610,"pork"
2610,"sugar"
2610,"newspapers"
2611,"hamburger meat"
2611,"pip fruit"
2611,"whole milk"
2611,"hard cheese"
2611,"chocolate"
2612,"other vegetables"
2612,"pastry"
2612,"candy"
2612,"napkins"
2613,"domestic eggs"
2613,"rolls/buns"
2614,"hamburger meat"
2614,"hard cheese"
2614,"frozen vegetables"
2614,"soda"
2615,"berries"
2615,"root vegetables"
2615,"whole milk"
2615,"curd"
2615,"frozen fish"
2615,"domestic eggs"
2615,"rolls/buns"
2616,"pastry"
2616,"soda"
2617,"sausage"
2617,"yogurt"
2617,"rolls/buns"
2617,"soda"
2618,"frozen vegetables"
2619,"dessert"
2619,"rolls/buns"
2619,"sugar"
2619,"bottled water"
2620,"pip fruit"
2620,"whole milk"
2620,"domestic eggs"
2621,"liver loaf"
2621,"beef"
2621,"onions"
2621,"specialty chocolate"
2621,"napkins"
2621,"shopping bags"
2622,"root vegetables"
2622,"whole milk"
2622,"rolls/buns"
2622,"specialty chocolate"
2623,"root vegetables"
2623,"yogurt"
2623,"pastry"
2624,"other vegetables"
2624,"rolls/buns"
2624,"soda"
2625,"chicken"
2625,"pip fruit"
2625,"whole milk"
2625,"pastry"
2625,"coffee"
2626,"rolls/buns"
2627,"butter milk"
2627,"canned fish"
2628,"butter milk"
2628,"soft cheese"
2628,"rolls/buns"
2629,"onions"
2629,"other vegetables"
2629,"specialty cheese"
2630,"ham"
2630,"hamburger meat"
2630,"other vegetables"
2630,"whole milk"
2630,"curd"
2630,"mayonnaise"
2630,"domestic eggs"
2630,"rolls/buns"
2630,"margarine"
2631,"coffee"
2632,"chicken"
2632,"other vegetables"
2632,"whole milk"
2632,"yogurt"
2632,"frozen vegetables"
2632,"coffee"
2632,"bottled beer"
2632,"red/blush wine"
2633,"whole milk"
2633,"curd"
2633,"dessert"
2633,"shopping bags"
2634,"frankfurter"
2634,"hamburger meat"
2634,"tropical fruit"
2634,"root vegetables"
2634,"domestic eggs"
2634,"Instant food products"
2634,"detergent"
2635,"citrus fruit"
2635,"pip fruit"
2635,"whole milk"
2635,"curd"
2635,"whipped/sour cream"
2635,"bottled water"
2635,"bottled beer"
2635,"specialty chocolate"
2635,"shopping bags"
2636,"tropical fruit"
2636,"whole milk"
2636,"cat food"
2636,"popcorn"
2636,"specialty bar"
2637,"citrus fruit"
2637,"other vegetables"
2637,"butter"
2637,"brown bread"
2637,"baking powder"
2637,"bottled water"
2637,"soda"
2638,"whole milk"
2639,"canned beer"
2640,"canned beer"
2641,"citrus fruit"
2641,"rolls/buns"
2641,"pastry"
2641,"soda"
2641,"pot plants"
2641,"shopping bags"
2642,"chicken"
2642,"onions"
2642,"other vegetables"
2642,"whole milk"
2642,"frozen fish"
2642,"brown bread"
2642,"soda"
2642,"white wine"
2643,"canned beer"
2644,"sugar"
2644,"bottled water"
2644,"white wine"
2645,"pork"
2645,"tropical fruit"
2645,"whole milk"
2645,"curd"
2645,"frozen meals"
2645,"domestic eggs"
2645,"margarine"
2645,"pickled vegetables"
2645,"soda"
2645,"bottled beer"
2645,"pot plants"
2646,"rolls/buns"
2646,"soda"
2646,"waffles"
2646,"chewing gum"
2647,"whole milk"
2647,"frozen vegetables"
2647,"rolls/buns"
2647,"pastry"
2647,"kitchen towels"
2647,"newspapers"
2648,"rolls/buns"
2648,"brown bread"
2648,"fruit/vegetable juice"
2648,"newspapers"
2649,"mayonnaise"
2649,"rolls/buns"
2650,"rolls/buns"
2651,"pork"
2651,"frozen vegetables"
2651,"pastry"
2651,"misc. beverages"
2652,"citrus fruit"
2652,"other vegetables"
2652,"whole milk"
2652,"flour"
2653,"beverages"
2654,"napkins"
2655,"canned beer"
2656,"soda"
2656,"chewing gum"
2656,"newspapers"
2656,"photo/film"
2657,"bottled beer"
2657,"liquor (appetizer)"
2657,"dishes"
2658,"sausage"
2658,"pork"
2658,"beef"
2658,"hamburger meat"
2658,"grapes"
2658,"root vegetables"
2658,"other vegetables"
2658,"dessert"
2658,"rolls/buns"
2658,"dog food"
2658,"napkins"
2659,"sausage"
2659,"bottled beer"
2659,"dish cleaner"
2660,"rolls/buns"
2660,"canned beer"
2661,"tropical fruit"
2661,"grapes"
2661,"UHT-milk"
2661,"pickled vegetables"
2661,"jam"
2661,"coffee"
2661,"salty snack"
2662,"frankfurter"
2662,"pork"
2662,"root vegetables"
2662,"whole milk"
2662,"yogurt"
2662,"frozen fish"
2662,"soda"
2663,"sausage"
2663,"citrus fruit"
2663,"berries"
2663,"other vegetables"
2663,"hard cheese"
2663,"rolls/buns"
2663,"bottled water"
2664,"sausage"
2664,"butter milk"
2664,"rolls/buns"
2664,"bottled water"
2664,"soda"
2664,"canned beer"
2664,"shopping bags"
2665,"whole milk"
2665,"rolls/buns"
2666,"root vegetables"
2666,"herbs"
2666,"whole milk"
2666,"butter milk"
2666,"cream cheese "
2666,"waffles"
2666,"napkins"
2666,"newspapers"
2667,"sausage"
2667,"rolls/buns"
2667,"brandy"
2668,"root vegetables"
2668,"other vegetables"
2668,"whole milk"
2668,"butter"
2668,"mustard"
2668,"bottled water"
2668,"flower (seeds)"
2669,"tropical fruit"
2669,"candy"
2670,"hamburger meat"
2670,"fruit/vegetable juice"
2670,"canned beer"
2670,"white wine"
2671,"meat"
2671,"whole milk"
2671,"yogurt"
2671,"soda"
2671,"male cosmetics"
2672,"soda"
2673,"frankfurter"
2673,"white bread"
2673,"margarine"
2673,"shopping bags"
2674,"other vegetables"
2675,"whole milk"
2675,"fruit/vegetable juice"
2676,"pastry"
2676,"newspapers"
2677,"canned beer"
2677,"salty snack"
2678,"canned beer"
2679,"condensed milk"
2679,"coffee"
2680,"ham"
2680,"citrus fruit"
2680,"tropical fruit"
2680,"whole milk"
2680,"yogurt"
2680,"whipped/sour cream"
2680,"soda"
2681,"cream cheese "
2682,"pork"
2682,"root vegetables"
2682,"onions"
2682,"other vegetables"
2682,"margarine"
2682,"sugar"
2682,"spices"
2683,"pastry"
2683,"soda"
2684,"citrus fruit"
2684,"pip fruit"
2684,"root vegetables"
2684,"onions"
2684,"herbs"
2684,"other vegetables"
2684,"whole milk"
2684,"butter"
2684,"processed cheese"
2684,"frozen vegetables"
2684,"bottled water"
2684,"red/blush wine"
2684,"long life bakery product"
2684,"chocolate"
2684,"rubbing alcohol"
2684,"hygiene articles"
2684,"napkins"
2685,"meat"
2685,"finished products"
2685,"white bread"
2685,"long life bakery product"
2685,"shopping bags"
2686,"soda"
2686,"fruit/vegetable juice"
2686,"specialty bar"
2687,"yogurt"
2687,"cream cheese "
2687,"rolls/buns"
2687,"chocolate"
2688,"whipped/sour cream"
2688,"domestic eggs"
2688,"margarine"
2689,"sausage"
2689,"other vegetables"
2689,"yogurt"
2689,"bottled water"
2689,"soda"
2689,"canned beer"
2689,"shopping bags"
2690,"canned beer"
2691,"root vegetables"
2691,"other vegetables"
2691,"photo/film"
2692,"pastry"
2692,"soda"
2693,"rolls/buns"
2693,"coffee"
2693,"red/blush wine"
2693,"chewing gum"
2694,"rolls/buns"
2695,"frankfurter"
2695,"sausage"
2695,"pip fruit"
2695,"other vegetables"
2695,"rolls/buns"
2695,"sweet spreads"
2695,"chocolate"
2696,"sausage"
2696,"yogurt"
2696,"rolls/buns"
2696,"pastry"
2696,"dog food"
2696,"soda"
2697,"liquor"
2698,"yogurt"
2698,"rolls/buns"
2699,"frankfurter"
2699,"rolls/buns"
2699,"brown bread"
2699,"shopping bags"
2700,"ham"
2700,"pork"
2700,"other vegetables"
2700,"whole milk"
2700,"frozen vegetables"
2700,"rolls/buns"
2700,"rum"
2701,"chocolate"
2702,"bottled beer"
2702,"newspapers"
2703,"chicken"
2703,"citrus fruit"
2703,"tropical fruit"
2703,"other vegetables"
2703,"whole milk"
2703,"whipped/sour cream"
2703,"rolls/buns"
2703,"pastry"
2703,"flour"
2703,"specialty chocolate"
2704,"specialty cheese"
2704,"hygiene articles"
2704,"newspapers"
2704,"shopping bags"
2705,"frankfurter"
2705,"sausage"
2705,"citrus fruit"
2705,"root vegetables"
2705,"other vegetables"
2705,"whole milk"
2705,"yogurt"
2705,"whipped/sour cream"
2705,"frozen vegetables"
2705,"white bread"
2705,"brown bread"
2705,"pasta"
2705,"vinegar"
2705,"soda"
2705,"salty snack"
2705,"detergent"
2706,"pip fruit"
2706,"bottled beer"
2707,"canned beer"
2708,"pork"
2708,"other vegetables"
2708,"soda"
2709,"canned beer"
2710,"beef"
2710,"root vegetables"
2710,"other vegetables"
2710,"whole milk"
2710,"dessert"
2710,"yogurt"
2710,"rolls/buns"
2710,"margarine"
2710,"jam"
2710,"soda"
2710,"liquor (appetizer)"
2710,"waffles"
2710,"chocolate marshmallow"
2710,"candy"
2710,"bathroom cleaner"
2710,"light bulbs"
2711,"rolls/buns"
2711,"pastry"
2712,"dental care"
2712,"male cosmetics"
2713,"sausage"
2713,"turkey"
2713,"beef"
2713,"citrus fruit"
2713,"herbs"
2713,"flour"
2713,"margarine"
2713,"Instant food products"
2713,"bottled water"
2714,"rolls/buns"
2714,"soda"
2715,"whole milk"
2715,"pastry"
2715,"soda"
2716,"beef"
2716,"tropical fruit"
2716,"root vegetables"
2716,"whole milk"
2717,"ham"
2717,"whole milk"
2717,"domestic eggs"
2717,"tea"
2717,"bottled water"
2717,"bottled beer"
2718,"finished products"
2718,"chicken"
2718,"pork"
2718,"beef"
2718,"hamburger meat"
2718,"berries"
2718,"butter"
2718,"domestic eggs"
2718,"rolls/buns"
2718,"brown bread"
2718,"pastry"
2718,"flour"
2718,"Instant food products"
2718,"soda"
2718,"salty snack"
2718,"chocolate"
2718,"specialty chocolate"
2718,"hygiene articles"
2718,"flower (seeds)"
2719,"dessert"
2719,"beverages"
2719,"ice cream"
2719,"soda"
2720,"rolls/buns"
2720,"bottled water"
2720,"bottled beer"
2721,"sausage"
2721,"liver loaf"
2721,"misc. beverages"
2721,"fruit/vegetable juice"
2721,"canned beer"
2721,"salty snack"
2721,"shopping bags"
2722,"citrus fruit"
2722,"soda"
2722,"misc. beverages"
2722,"canned beer"
2722,"chocolate"
2722,"specialty chocolate"
2722,"candy"
2722,"shopping bags"
2723,"whole milk"
2723,"frozen vegetables"
2724,"whole milk"
2724,"curd"
2724,"margarine"
2725,"sausage"
2725,"yogurt"
2725,"cream"
2726,"root vegetables"
2726,"whole milk"
2726,"oil"
2726,"mustard"
2726,"fruit/vegetable juice"
2726,"waffles"
2726,"dishes"
2726,"shopping bags"
2727,"organic sausage"
2727,"rolls/buns"
2728,"pork"
2728,"tropical fruit"
2728,"other vegetables"
2728,"coffee"
2728,"shopping bags"
2729,"dessert"
2729,"yogurt"
2729,"rolls/buns"
2729,"meat spreads"
2729,"bottled water"
2729,"soda"
2729,"chocolate"
2729,"shopping bags"
2730,"canned beer"
2731,"citrus fruit"
2731,"root vegetables"
2731,"other vegetables"
2731,"whipped/sour cream"
2731,"processed cheese"
2731,"rolls/buns"
2731,"newspapers"
2732,"hamburger meat"
2732,"root vegetables"
2732,"frozen vegetables"
2732,"rolls/buns"
2732,"brown bread"
2732,"margarine"
2732,"soda"
2732,"fruit/vegetable juice"
2732,"white wine"
2732,"kitchen towels"
2732,"newspapers"
2733,"citrus fruit"
2733,"tropical fruit"
2733,"pip fruit"
2733,"grapes"
2733,"berries"
2733,"root vegetables"
2733,"other vegetables"
2733,"beverages"
2733,"Instant food products"
2733,"long life bakery product"
2734,"other vegetables"
2735,"canned beer"
2736,"rolls/buns"
2736,"canned fruit"
2737,"ham"
2737,"other vegetables"
2737,"condensed milk"
2737,"domestic eggs"
2737,"salty snack"
2738,"beverages"
2738,"waffles"
2739,"whole milk"
2739,"brown bread"
2739,"pastry"
2740,"canned beer"
2741,"frankfurter"
2741,"sausage"
2741,"whole milk"
